timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_percent,process_count,network_io,load_average
2026-02-11T18:26:59.594663,33.7,79.2,12.439376831054688,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.17, 0.41, 0.39)"
2026-02-11T18:27:00.709003,54.1,79.3,12.441883087158203,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.17, 0.41, 0.39)"
2026-02-11T18:27:01.821455,41.0,79.2,12.44073486328125,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.17, 0.41, 0.39)"
2026-02-11T18:27:02.951741,59.8,79.3,12.448810577392578,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.41, 0.39)"
2026-02-11T18:27:04.066461,16.7,79.4,12.45931625366211,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.41, 0.39)"
2026-02-11T18:27:05.210577,32.1,79.4,12.458240509033203,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.41, 0.39)"
2026-02-11T18:27:06.352188,45.8,79.4,12.458511352539062,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.41, 0.39)"
2026-02-11T18:27:07.465925,50.0,79.4,12.458244323730469,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.41, 0.39)"
2026-02-11T18:27:08.579643,39.7,79.3,12.450492858886719,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.14, 0.4, 0.38)"
2026-02-11T18:27:09.693344,48.6,79.3,12.455024719238281,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.14, 0.4, 0.38)"
2026-02-11T18:27:10.808154,25.0,79.3,12.449993133544922,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.14, 0.4, 0.38)"
2026-02-11T18:27:11.926168,20.8,79.3,12.444496154785156,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.14, 0.4, 0.38)"
2026-02-11T18:27:13.049282,45.8,79.4,12.458076477050781,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.13, 0.39, 0.38)"
2026-02-11T18:27:14.165076,38.0,79.4,12.457317352294922,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.13, 0.39, 0.38)"
2026-02-11T18:27:15.291764,49.4,79.3,12.456703186035156,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.13, 0.39, 0.38)"
2026-02-11T18:27:16.418416,37.6,79.4,12.458023071289062,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.13, 0.39, 0.38)"
2026-02-11T18:27:17.564728,35.1,79.4,12.457141876220703,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.13, 0.39, 0.38)"
2026-02-11T18:27:18.678608,61.6,79.3,12.449298858642578,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.12, 0.39, 0.38)"
2026-02-11T18:27:19.791819,10.7,79.2,12.441207885742188,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.12, 0.39, 0.38)"
2026-02-11T18:27:20.906183,22.6,79.3,12.448772430419922,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.12, 0.39, 0.38)"
2026-02-11T18:27:22.021187,19.8,79.3,12.452896118164062,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.12, 0.39, 0.38)"
2026-02-11T18:27:23.149335,47.8,79.3,12.455387115478516,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.11, 0.38, 0.38)"
2026-02-11T18:27:24.262700,32.0,79.3,12.456779479980469,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.11, 0.38, 0.38)"
2026-02-11T18:27:25.392188,20.4,79.3,12.455791473388672,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.11, 0.38, 0.38)"
2026-02-11T18:27:26.534190,31.5,79.3,12.455345153808594,15.698810577392578,66.4,325,"{'bytes_sent': 2134032, 'bytes_recv': 2294682, 'packets_sent': 10143, 'packets_recv': 7122, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.11, 0.38, 0.38)"
2026-02-11T18:27:27.648821,90.8,80.0,12.552902221679688,15.698810577392578,66.4,326,"{'bytes_sent': 2134694, 'bytes_recv': 2295032, 'packets_sent': 10148, 'packets_recv': 7123, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.11, 0.38, 0.38)"
2026-02-11T18:27:28.792716,89.9,80.3,12.60382080078125,15.698810577392578,66.4,329,"{'bytes_sent': 2136491, 'bytes_recv': 2295116, 'packets_sent': 10173, 'packets_recv': 7125, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.18, 0.39, 0.38)"
2026-02-11T18:27:29.938151,64.0,80.3,12.613662719726562,15.698810577392578,66.4,326,"{'bytes_sent': 2139075, 'bytes_recv': 2295116, 'packets_sent': 10205, 'packets_recv': 7125, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.18, 0.39, 0.38)"
2026-02-11T18:27:31.070163,93.9,80.9,12.702030181884766,15.698810577392578,66.4,328,"{'bytes_sent': 2143588, 'bytes_recv': 2298279, 'packets_sent': 10242, 'packets_recv': 7152, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.18, 0.39, 0.38)"
2026-02-11T18:27:32.229409,94.4,80.7,12.672733306884766,15.698810577392578,66.4,330,"{'bytes_sent': 2149033, 'bytes_recv': 2307250, 'packets_sent': 10313, 'packets_recv': 7178, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.18, 0.39, 0.38)"
2026-02-11T18:27:33.386189,70.1,81.0,12.721599578857422,15.698810577392578,66.4,332,"{'bytes_sent': 2153457, 'bytes_recv': 2342532, 'packets_sent': 10348, 'packets_recv': 7213, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.17, 0.38, 0.38)"
2026-02-11T18:27:34.531498,64.4,81.1,12.726825714111328,15.698810577392578,66.4,332,"{'bytes_sent': 2156569, 'bytes_recv': 2350537, 'packets_sent': 10355, 'packets_recv': 7229, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.17, 0.38, 0.38)"
2026-02-11T18:27:35.661648,61.4,81.1,12.725959777832031,15.698810577392578,66.4,331,"{'bytes_sent': 2160428, 'bytes_recv': 2350737, 'packets_sent': 10397, 'packets_recv': 7231, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.17, 0.38, 0.38)"
2026-02-11T18:27:36.806765,71.1,81.1,12.727313995361328,15.698810577392578,66.4,331,"{'bytes_sent': 2164169, 'bytes_recv': 2350877, 'packets_sent': 10409, 'packets_recv': 7233, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.17, 0.38, 0.38)"
2026-02-11T18:27:37.937762,50.6,81.1,12.730812072753906,15.698810577392578,66.4,331,"{'bytes_sent': 2164169, 'bytes_recv': 2351060, 'packets_sent': 10409, 'packets_recv': 7236, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.38, 0.38)"
2026-02-11T18:27:39.080704,50.6,81.1,12.731800079345703,15.698810577392578,66.4,331,"{'bytes_sent': 2171024, 'bytes_recv': 2354049, 'packets_sent': 10431, 'packets_recv': 7241, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.38, 0.38)"
2026-02-11T18:27:40.211758,58.0,81.1,12.733436584472656,15.698810577392578,66.4,331,"{'bytes_sent': 2173928, 'bytes_recv': 2361826, 'packets_sent': 10466, 'packets_recv': 7268, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.38, 0.38)"
2026-02-11T18:27:41.352440,56.3,81.1,12.72658920288086,15.698810577392578,66.4,332,"{'bytes_sent': 2185954, 'bytes_recv': 2370792, 'packets_sent': 10542, 'packets_recv': 7300, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.38, 0.38)"
2026-02-11T18:27:42.467173,41.1,81.1,12.729728698730469,15.698810577392578,66.4,332,"{'bytes_sent': 2204571, 'bytes_recv': 2380470, 'packets_sent': 10635, 'packets_recv': 7344, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.15, 0.38, 0.38)"
2026-02-11T18:27:43.595588,58.1,81.1,12.732196807861328,15.698810577392578,66.4,332,"{'bytes_sent': 2215525, 'bytes_recv': 2399665, 'packets_sent': 10693, 'packets_recv': 7401, 'errin': 0, 'errout': 0, 'dropin': 0, 'dropout': 0}","(0.14, 0.37, 0.38)"
